,timestamp,quantity,price,fee,amount,side,sign_quantity,sign_quantity_cumsum(coin),amount_cumsum,compare,point_amount_cumsum
828,2018-02-14 22:21:30,1.4642,10459000,0.0,15314068,1,1.4642,-5.66e-06,1405770,1342591.0,63179.0
831,2018-02-14 22:22:54,0.7272,10427000,0.0,7582514,1,0.7272,-5.66e-06,1396316,1405770.0,-9454.0
834,2018-02-14 22:26:13,0.0877,10409000,0.0,912869,1,0.0877,-5.66e-06,1394939,1396316.0,-1377.0
838,2018-02-14 22:29:26,0.3584,10401000,0.0,3727718,1,0.3584,-5.66e-06,1391033,1394939.0,-3906.0
840,2018-02-14 22:31:19,1.5,10395000,0.0,15592500,1,1.5,-5.66e-06,1412033,1391033.0,21000.0
1442,2018-02-15 11:05:46,0.00704726,10580000,0.0,74560,1,0.00704726,-6e-06,2002106,1412033.0,590073.0
1711,2018-02-15 13:42:08,0.8145,11136000,0.0,9070272,1,0.8145,-6e-06,2568569,2002106.0,566463.0
1716,2018-02-15 13:44:15,0.3315,11106000,0.0,3681639,1,0.3315,-6e-06,2574689,2568569.0,6120.0
1723,2018-02-15 13:47:00,0.7225,11130000,0.0,8041425,1,0.7225,-6e-06,2585950,2574689.0,11261.0
1730,2018-02-15 13:50:40,0.6789,11163000,0.0,7578561,1,0.6789,-6e-06,2617540,2585950.0,31590.0
1739,2018-02-15 13:51:57,1.2743,11207000,0.0,14281080,1,1.2743,-6e-06,2627263,2617540.0,9723.0
1741,2018-02-15 13:52:54,0.002,11235000,0.0,22470,1,0.002,-6e-06,2627369,2627263.0,106.0
1746,2018-02-15 13:56:29,0.6095,11263000,0.0,6864799,1,0.6095,-6e-06,2655463,2627369.0,28094.0
2248,2018-02-15 20:34:22,0.6624,10901000,0.0,7220822,1,0.6624,6.74e-06,2899643,2655463.0,244180.0
2252,2018-02-15 20:42:38,1.4648,10847000,0.0,15888686,1,1.4648,6.74e-06,2865946,2899643.0,-33697.0
2257,2018-02-15 20:48:30,0.56079968,10853000,0.0,6086359,1,0.56079968,6.74e-06,2861661,2865946.0,-4285.0
2296,2018-02-15 21:26:31,1.2073,10900000,0.0,13159570,1,1.2073,-8.4e-06,2925680,2861661.0,64019.0
2312,2018-02-15 21:40:09,0.0518,10957000,0.0,567573,1,0.0518,-8.4e-06,2978962,2925680.0,53282.0
2315,2018-02-15 21:41:54,0.0992,11005000,0.0,1091696,1,0.0992,-8.4e-06,2977176,2978962.0,-1786.0
2318,2018-02-15 21:44:36,0.0679,10976000,0.0,745270,1,0.0679,-8.4e-06,2982628,2977176.0,5452.0
3014,2018-02-16 10:16:05,0.5155,11601000,0.0,5980316,1,0.5155,-7.5e-06,4015638,2982628.0,1033010.0
3021,2018-02-16 10:17:54,0.1107,11601000,0.0,1284231,1,0.1107,-7.5e-06,4031394,4015638.0,15756.0
3023,2018-02-16 10:19:00,0.0022,11595000,0.0,25509,1,0.0022,-7.5e-06,4031401,4031394.0,7.0
3027,2018-02-16 10:21:08,0.7216,11578000,0.0,8354685,1,0.7216,-7.5e-06,4020838,4031401.0,-10563.0
3285,2018-02-16 14:07:54,0.5292,11473000,0.0,6071512,1,0.5292,5.4e-07,4232144,4020838.0,211306.0
3298,2018-02-16 14:41:10,0.3453,11544000,0.0,3986143,1,0.3453,5.4e-07,4337325,4232144.0,105181.0
3309,2018-02-16 15:14:19,0.7923,11487000,0.0,9101150,1,0.7923,5.4e-07,4326410,4337325.0,-10915.0
3338,2018-02-16 15:41:03,0.9332,11362000,0.0,10603018,1,0.9332,5.4e-07,4210342,4326410.0,-116068.0
3349,2018-02-16 15:48:37,0.1872,11340000,0.0,2122848,1,0.1872,5.4e-07,4170629,4210342.0,-39713.0
3403,2018-02-16 17:00:38,1.1803,11200000,0.0,13219360,1,1.1803,8.2e-06,4148589,4170629.0,-22040.0
3412,2018-02-16 17:20:54,0.01,11331000,0.0,113310,1,0.01,8.2e-06,4325518,4148589.0,176929.0
3489,2018-02-16 19:17:48,0.002,11268000,0.0,22536,1,0.002,-8.2e-06,4293640,4325518.0,-31878.0
3500,2018-02-16 19:45:47,0.6053,11270000,0.0,6821731,1,0.6053,-8.2e-06,4275664,4293640.0,-17976.0
3508,2018-02-16 20:01:37,1.0059,11250000,0.0,11316375,1,1.0059,-8.2e-06,4208771,4275664.0,-66893.0
3513,2018-02-16 20:18:34,1.5,11248000,0.0,16872000,1,1.5,-8.2e-06,4220771,4208771.0,12000.0
3519,2018-02-16 20:24:13,0.2124,11190000,0.0,2376756,1,0.2124,-8.2e-06,4176975,4220771.0,-43796.0
3533,2018-02-16 20:34:43,0.0106,11200000,0.0,118720,1,0.0106,1.3e-06,4227901,4176975.0,50926.0
3536,2018-02-16 20:40:57,1.5,11184000,0.0,16776000,1,1.5,1.3e-06,4220396,4227901.0,-7505.0
3539,2018-02-16 20:47:36,0.8929,11219000,0.0,10017445,1,0.8929,1.3e-06,4250172,4220396.0,29776.0
3593,2018-02-16 23:10:25,0.7731,11284000,0.0,8723660,1,0.7731,-6.14e-06,4249079,4250172.0,-1093.0
3600,2018-02-16 23:20:21,0.4401,11311000,0.0,4977971,1,0.4401,-6.14e-06,4267129,4249079.0,18050.0
3605,2018-02-16 23:23:00,0.5637,11327000,0.0,6385030,1,0.5637,-6.14e-06,4270581,4267129.0,3452.0
3651,2018-02-17 00:48:52,0.1906,11408000,0.0,2174365,1,0.1906,1.55e-06,4441576,4270581.0,170995.0
3661,2018-02-17 01:28:51,0.09356071,11420000,0.0,1068463,1,0.09356071,1.55e-06,4460698,4441576.0,19122.0
3663,2018-02-17 01:47:13,0.0033,11417000,0.0,37676,1,0.0033,1.55e-06,4460751,4460698.0,53.0
3669,2018-02-17 02:05:28,0.0486,11397000,0.0,553894,1,0.0486,1.55e-06,4457616,4460751.0,-3135.0
3685,2018-02-17 02:42:16,0.987,11339000,0.0,11191593,1,0.987,1.55e-06,4434491,4457616.0,-23125.0
3689,2018-02-17 03:05:07,1.4961,11297000,0.0,16901442,1,1.4961,1.55e-06,4409431,4434491.0,-25060.0
3708,2018-02-17 04:57:29,1.2926,11330000,0.0,14645158,1,1.2926,1.55e-06,4461258,4409431.0,51827.0
3713,2018-02-17 06:00:37,1.3037,11320000,0.0,14757884,1,1.3037,1.55e-06,4512243,4461258.0,50985.0
3771,2018-02-17 08:56:05,0.1471,11431000,0.0,1681500,1,0.1471,4e-06,4613952,4512243.0,101709.0
3786,2018-02-17 09:05:27,0.4782,11402000,0.0,5452436,1,0.4782,4e-06,4593650,4613952.0,-20302.0
3797,2018-02-17 09:33:50,0.3332,11447000,0.0,3814140,1,0.3332,7.87e-06,4633883,4593650.0,40233.0
3800,2018-02-17 09:36:07,0.1113,11467000,0.0,1276277,1,0.1113,7.87e-06,4635267,4633883.0,1384.0
3802,2018-02-17 09:48:29,0.001,11494000,0.0,11494,1,0.001,7.87e-06,4635282,4635267.0,15.0
3807,2018-02-17 10:10:43,0.9924,11521000,0.0,11433440,1,0.9924,7.87e-06,4683728,4635282.0,48446.0
3815,2018-02-17 10:39:57,0.92501919,11542000,0.0,10676571,1,0.92501919,7.87e-06,4771010,4683728.0,87282.0
4163,2018-02-17 21:11:26,0.3716,12209000,0.0,4536864,1,0.3716,-1.3e-06,6035963,4771010.0,1264953.0
4632,2018-02-18 10:31:35,1.1218,12604000,0.0,14139167,1,1.1218,9.66e-06,6378632,6035963.0,342669.0
4634,2018-02-18 10:31:54,0.0448,12609000,0.0,564883,1,0.0448,9.66e-06,6378632,6378632.0,0.0
4638,2018-02-18 10:38:33,0.5784,12680000,0.0,7334112,1,0.5784,9.66e-06,6378030,6378632.0,-602.0
4732,2018-02-18 12:03:43,0.4019,12601000,0.0,5064342,1,0.4019,7.33e-06,6451809,6378030.0,73779.0
4739,2018-02-18 12:16:55,0.5902,12541000,0.0,7401698,1,0.5902,7.33e-06,6423652,6451809.0,-28157.0
4742,2018-02-18 12:19:59,0.0252,12523000,0.0,315580,1,0.0252,7.33e-06,6423451,6423652.0,-201.0
4746,2018-02-18 12:23:23,1.3835,12472000,0.0,17255012,1,1.3835,7.33e-06,6415936,6423451.0,-7515.0
4755,2018-02-18 12:30:10,0.07760916,12450000,0.0,966234,1,0.07760916,7.33e-06,6393353,6415936.0,-22583.0
4760,2018-02-18 12:32:21,0.0944,12456000,0.0,1175846,1,0.0944,7.33e-06,6394813,6393353.0,1460.0
4766,2018-02-18 12:41:56,1.0526,12550000,0.0,13210130,1,1.0526,7.33e-06,6463051,6394813.0,68238.0
4923,2018-02-18 15:46:06,0.3887,12206000,0.0,4744472,1,0.3887,8.64e-06,6376369,6463051.0,-86682.0
4928,2018-02-18 15:47:12,0.2208,12185000,0.0,2690448,1,0.2208,8.64e-06,6361361,6376369.0,-15008.0
4932,2018-02-18 15:48:18,0.8237,12154000,0.0,10011250,1,0.8237,8.64e-06,6347580,6361361.0,-13781.0
4937,2018-02-18 15:52:47,0.4131,12105000,0.0,5000576,1,0.4131,8.64e-06,6318444,6347580.0,-29136.0
4939,2018-02-18 15:53:33,0.0335,12089000,0.0,404982,1,0.0335,8.64e-06,6318411,6318444.0,-33.0
4943,2018-02-18 15:55:24,1.3209,12012000,0.0,15866651,1,1.3209,8.64e-06,6249759,6318411.0,-68652.0
5019,2018-02-18 17:27:50,1.0,12147000,0.0,12147000,1,1.0,-8.94e-06,6419045,6249759.0,169286.0
5021,2018-02-18 17:30:38,0.1892,12125000,0.0,2294050,1,0.1892,-8.94e-06,6423018,6419045.0,3973.0
5023,2018-02-18 17:32:01,0.4308,12134000,0.0,5227327,1,0.4308,-8.94e-06,6423018,6423018.0,0.0
5219,2018-02-18 20:55:49,1.226,12076000,0.0,14805176,1,1.226,-1.6e-06,6607898,6423018.0,184880.0
5223,2018-02-18 21:01:36,0.1145,12051000,0.0,1379840,1,0.1145,-1.6e-06,6605995,6607898.0,-1903.0
5239,2018-02-18 21:11:43,0.2788,11973000,0.0,3338072,1,0.2788,-1.6e-06,6622300,6605995.0,16305.0
5241,2018-02-18 21:15:09,0.5467,11982000,0.0,6550559,1,0.5467,-1.6e-06,6623393,6622300.0,1093.0
5246,2018-02-18 21:22:51,1.6,11780000,0.0,18848000,1,1.6,-1.6e-06,6380227,6623393.0,-243166.0
5248,2018-02-18 21:24:07,0.1273,11796000,0.0,1501631,1,0.1273,-1.6e-06,6383664,6380227.0,3437.0
5267,2018-02-18 21:37:39,0.8142,11837000,0.0,9637685,1,0.8142,-1.6e-06,6408013,6383664.0,24349.0
5273,2018-02-18 21:49:08,1.3461,11947000,0.0,16081857,1,1.3461,-1.6e-06,6565927,6408013.0,157914.0
5684,2018-02-19 11:01:01,0.5731,12158000,0.0,6967750,1,0.5731,2.8e-06,7125109,6565927.0,559182.0
5690,2018-02-19 11:22:39,1.0153,12057000,0.0,12241472,1,1.0153,2.8e-06,7058542,7125109.0,-66567.0
5697,2018-02-19 11:33:00,0.9867,12056000,0.0,11895655,1,0.9867,2.8e-06,7100655,7058542.0,42113.0
5703,2018-02-19 11:41:47,0.195,12116000,0.0,2362620,1,0.195,2.8e-06,7178916,7100655.0,78261.0
5707,2018-02-19 11:47:35,0.8695,12109000,0.0,10528776,1,0.8695,2.8e-06,7241878,7178916.0,62962.0
5722,2018-02-19 12:20:53,1.0434,12130000,0.0,12656442,1,1.0434,2.8e-06,7294972,7241878.0,53094.0
5732,2018-02-19 13:39:31,1.2366,12045000,0.0,14894847,1,1.2366,2.8e-06,7208462,7294972.0,-86510.0
5936,2018-02-19 18:20:49,1.0991,12227000,0.0,13438696,1,1.0991,2.3e-06,7555180,7208462.0,346718.0
5939,2018-02-19 18:23:15,0.2985,12230000,0.0,3650655,1,0.2985,2.3e-06,7555703,7555180.0,523.0
5947,2018-02-19 18:38:36,0.8092,12242000,0.0,9906226,1,0.8092,4.5e-06,7624288,7555703.0,68585.0
5948,2018-02-19 18:39:52,1.119e-05,12242000,0.0,-137,0,-1.119e-05,-6.7e-06,7624151,7624288.0,-137.0
5969,2018-02-19 18:57:50,0.6359,12334000,0.0,7843191,1,0.6359,-5e-06,7723838,7624151.0,99687.0
5973,2018-02-19 19:04:27,1.2009999999999998,12370000,0.0,14856370,1,1.2009999999999998,-5e-06,7767642,7723838.0,43804.0
5984,2018-02-19 19:08:08,0.1065,12394000,0.0,1319961,1,0.1065,-5e-06,7754875,7767642.0,-12767.0
5987,2018-02-19 19:10:40,1.2831,12387000,0.0,15893760,1,1.2831,-5e-06,7762063,7754875.0,7188.0
5989,2018-02-19 19:12:36,1.5,12352000,0.0,18528000,1,1.5,-5e-06,7732063,7762063.0,-30000.0
5992,2018-02-19 19:14:45,0.9436,12325000,0.0,11629870,1,0.9436,-5e-06,7727345,7732063.0,-4718.0
5995,2018-02-19 19:15:53,0.674,12360000,0.0,8330640,1,0.674,-5e-06,7731923,7727345.0,4578.0
6000,2018-02-19 19:19:08,0.5117,12357000,0.0,6323077,1,0.5117,-5e-06,7747304,7731923.0,15381.0
6002,2018-02-19 19:20:51,0.0375,12405000,0.0,465188,1,0.0375,-5e-06,7747304,7747304.0,0.0
6005,2018-02-19 19:22:16,0.0778,12398000,0.0,964564,1,0.0778,-5e-06,7746052,7747304.0,-1252.0
6007,2018-02-19 19:23:45,0.4864,12391000,0.0,6026982,1,0.4864,-5e-06,7743620,7746052.0,-2432.0
6034,2018-02-19 19:35:29,0.6476,12289000,0.0,7958356,1,0.6476,-4.05e-06,7665404,7743620.0,-78216.0
6040,2018-02-19 19:36:02,0.6,12313000,0.0,7387800,1,0.6,-4.05e-06,7684004,7665404.0,18600.0
6048,2018-02-19 19:39:21,0.0204,12289000,0.0,250696,1,0.0204,4.23e-06,7664740,7684004.0,-19264.0
6051,2018-02-19 19:42:38,0.2997,12303000,0.0,3687209,1,0.2997,4.23e-06,7672435,7664740.0,7695.0
6128,2018-02-19 21:07:02,0.1335,12324000,0.0,1645254,1,0.1335,4.7e-06,7729078,7672435.0,56643.0
6133,2018-02-19 21:09:46,0.3272,12366000,0.0,4046155,1,0.3272,4.7e-06,7777516,7729078.0,48438.0
6150,2018-02-19 21:41:11,0.2681,12287000,0.0,3294145,1,0.2681,4.7e-06,7724423,7777516.0,-53093.0
6325,2018-02-20 01:16:12,0.0305,12461000,0.0,380061,1,0.0305,8.4e-06,7794874,7724423.0,70451.0
6330,2018-02-20 01:17:35,0.1642,12466000,0.0,2046917,1,0.1642,8.4e-06,7812083,7794874.0,17209.0
6333,2018-02-20 01:23:42,1.5,12515000,0.0,18772500,1,1.5,8.4e-06,7834747,7812083.0,22664.0
6335,2018-02-20 01:29:07,1.5,12557000,0.0,18835500,1,1.5,8.4e-06,7891747,7834747.0,57000.0
6516,2018-02-20 04:48:31,1.5,12550000,0.0,18825000,1,1.5,-1.8e-06,7881891,7891747.0,-9856.0
6522,2018-02-20 05:02:29,0.6187,12555000,0.0,7767779,1,0.6187,-1.8e-06,7870049,7881891.0,-11842.0
6535,2018-02-20 05:14:54,7.995e-05,12570000,0.0,1005,1,7.995e-05,-1.8e-06,7913509,7870049.0,43460.0
6539,2018-02-20 05:19:44,0.1023,12556000,0.0,1284479,1,0.1023,-1.8e-06,7917990,7913509.0,4481.0
6544,2018-02-20 05:31:35,0.0676,12559000,0.0,848988,1,0.0676,-1.8e-06,7924991,7917990.0,7001.0
6564,2018-02-20 05:40:36,0.0413,12587000,0.0,519843,1,0.0413,-1.8e-06,7937001,7924991.0,12010.0
6566,2018-02-20 05:46:37,0.2152,12589000,0.0,2709153,1,0.2152,-1.8e-06,7940229,7937001.0,3228.0
6955,2018-02-20 13:30:08,0.5726,13175000,0.0,7544005,1,0.5726,5.66e-06,8972319,7940229.0,1032090.0
6961,2018-02-20 13:31:44,1.1918,13186000,0.0,15715075,1,1.1918,5.66e-06,8985328,8972319.0,13009.0
6970,2018-02-20 13:36:15,1.2376,13237000,0.0,16382111,1,1.2376,5.66e-06,9028178,8985328.0,42850.0
7024,2018-02-20 14:10:32,1.4079,13079000,0.0,18413924,1,1.4079,-8.94e-06,9094863,9028178.0,66685.0
7034,2018-02-20 14:16:42,0.6407,13100000,0.0,8393170,1,0.6407,-8.94e-06,9118341,9094863.0,23478.0
7036,2018-02-20 14:19:30,0.1952,13100000,0.0,2557120,1,0.1952,-8.94e-06,9120683,9118341.0,2342.0
7046,2018-02-20 14:30:29,0.0491,13117000,0.0,644045,1,0.0491,-7.75e-06,9132128,9120683.0,11445.0
7049,2018-02-20 14:31:48,1.1576,13132000,0.0,15201603,1,1.1576,-7.75e-06,9147591,9132128.0,15463.0
7059,2018-02-20 14:41:14,0.6881,13157000,0.0,9053332,1,0.6881,-5.54e-06,9157577,9147591.0,9986.0
7061,2018-02-20 14:43:05,0.0331,13141000,0.0,434967,1,0.0331,-5.54e-06,9157444,9157577.0,-133.0
7066,2018-02-20 14:46:35,0.5055,13080000,0.0,6611940,1,0.5055,-5.54e-06,9125744,9157444.0,-31700.0
7183,2018-02-20 16:38:45,0.7606,13364000,0.0,10164658,1,0.7606,-5.84e-06,9463196,9125744.0,337452.0
7185,2018-02-20 16:39:07,0.0151,13369000,0.0,201872,1,0.0151,-5.84e-06,9463438,9463196.0,242.0
7189,2018-02-20 16:40:19,0.3573,13367000,0.0,4776029,1,0.3573,-5.84e-06,9466771,9463438.0,3333.0
7222,2018-02-20 16:50:37,0.5026,13323000,0.0,6696140,1,0.5026,-7.75e-06,9453742,9466771.0,-13029.0
7227,2018-02-20 16:54:12,0.0313,13329000,0.0,417198,1,0.0313,-7.75e-06,9459924,9453742.0,6182.0
7237,2018-02-20 17:00:08,0.0306,13217000,0.0,404440,1,0.0306,-7.75e-06,9379878,9459924.0,-80046.0
7244,2018-02-20 17:00:43,0.1929,13225000,0.0,2551103,1,0.1929,1.43e-06,9404586,9379878.0,24708.0
7247,2018-02-20 17:01:28,0.0755,13240000,0.0,999620,1,0.0755,1.43e-06,9406467,9404586.0,1881.0
7398,2018-02-20 18:04:37,1.4680000000000002,13013000,0.0,19103084,1,1.4680000000000002,-4.5e-06,9387085,9406467.0,-19382.0
7401,2018-02-20 18:07:16,0.9378,13037000,0.0,12226099,1,0.9378,-4.5e-06,9407368,9387085.0,20283.0
7404,2018-02-20 18:08:27,1.5,13002000,0.0,19503000,1,1.5,-4.5e-06,9374368,9407368.0,-33000.0
7409,2018-02-20 18:15:26,1.0411,13070000,0.0,13607177,1,1.0411,-4.5e-06,9438481,9374368.0,64113.0
7411,2018-02-20 18:19:35,0.7517,13109000,0.0,9854035,1,0.7517,-4.5e-06,9452011,9438481.0,13530.0
7440,2018-02-20 18:36:56,0.1794,13111000,0.0,2352113,1,0.1794,-5.36e-06,9397159,9452011.0,-54852.0
7524,2018-02-20 19:45:37,0.49661453,13196000,0.0,6553325,1,0.49661453,7.3e-06,9406060,9397159.0,8901.0
7553,2018-02-20 20:05:09,0.19040145,13130000,0.0,2499971,1,0.19040145,3.1e-06,9292185,9406060.0,-113875.0
7614,2018-02-20 21:17:08,0.0445,13268000,0.0,590426,1,0.0445,1.8e-06,9475579,9292185.0,183394.0
7616,2018-02-20 21:17:32,0.2404,13270000,0.0,3190108,1,0.2404,1.8e-06,9477983,9475579.0,2404.0
7620,2018-02-20 21:23:36,0.1072,13259000,0.0,1421365,1,0.1072,1.8e-06,9479010,9477983.0,1027.0
7643,2018-02-20 21:42:21,0.9614,13260000,0.0,12748164,1,0.9614,7.8e-06,9455929,9479010.0,-23081.0
7645,2018-02-20 21:44:41,1.0326,13250000,0.0,13681950,1,1.0326,7.8e-06,9456962,9455929.0,1033.0
7650,2018-02-20 21:49:04,0.1732,13246000,0.0,2294207,1,0.1732,7.8e-06,9453453,9456962.0,-3509.0
7718,2018-02-20 22:52:33,0.3039,13408000,0.0,4074691,1,0.3039,2.74e-06,9679072,9453453.0,225619.0
7720,2018-02-20 22:53:10,0.0507,13400000,0.0,679380,1,0.0507,2.74e-06,9678768,9679072.0,-304.0
7726,2018-02-20 22:55:22,0.0358,13415000,0.0,480257,1,0.0358,2.74e-06,9679325,9678768.0,557.0
7729,2018-02-20 22:56:45,0.2481,13380000,0.0,3319578,1,0.2481,2.74e-06,9679166,9679325.0,-159.0
7738,2018-02-20 23:05:32,0.6242,13396000,0.0,8361783,1,0.6242,9.54e-06,9731947,9679166.0,52781.0
7740,2018-02-20 23:08:41,0.022000000000000002,13369000,0.0,294118,1,0.022000000000000002,9.54e-06,9731903,9731947.0,-44.0
7757,2018-02-20 23:34:31,0.5059,13377000,0.0,6767424,1,0.5059,1.13e-06,9719931,9731903.0,-11972.0
7765,2018-02-20 23:47:24,1.10595512,13385000,0.0,14803209,1,1.10595512,1.13e-06,9732781,9719931.0,12850.0
8035,2018-02-21 03:27:33,0.5086,13700000,0.0,6967820,1,0.5086,-8.5e-06,10098836,9732781.0,366055.0
8049,2018-02-21 03:40:55,0.8926,13730000,0.0,12255398,1,0.8926,-8.5e-06,10151536,10098836.0,52700.0
8051,2018-02-21 03:45:08,0.2347,13756000,0.0,3228533,1,0.2347,-8.5e-06,10158577,10151536.0,7041.0
8054,2018-02-21 03:46:38,0.1454,13746000,0.0,1998668,1,0.1454,-8.5e-06,10161339,10158577.0,2762.0
8063,2018-02-21 04:08:05,1.0209,13668000,0.0,13953661,1,1.0209,-8.5e-06,10093346,10161339.0,-67993.0
8074,2018-02-21 04:17:14,0.195,13663000,0.0,2664285,1,0.195,-8.5e-06,10125851,10093346.0,32505.0
8086,2018-02-21 04:27:19,0.7208,13591000,0.0,9796393,1,0.7208,-8.5e-06,10065313,10125851.0,-60538.0
8088,2018-02-21 04:28:59,0.0071,13584000,0.0,96446,1,0.0071,-8.5e-06,10065440,10065313.0,127.0
8111,2018-02-21 04:37:19,0.1049,13637000,0.0,1430521,1,0.1049,-8.5e-06,10140959,10065440.0,75519.0
8178,2018-02-21 05:45:35,0.7538,13831000,0.0,10425808,1,0.7538,-3e-07,10256927,10140959.0,115968.0
8187,2018-02-21 05:50:15,0.1108,13838000,0.0,1533250,1,0.1108,-3e-07,10251788,10256927.0,-5139.0
8228,2018-02-21 06:23:56,0.0833,13863000,0.0,1154788,1,0.0833,4.4e-06,10270291,10251788.0,18503.0
8230,2018-02-21 06:25:47,0.228,13869000,0.0,3162132,1,0.228,4.4e-06,10272571,10270291.0,2280.0
8242,2018-02-21 06:34:29,0.10099999999999999,13868000,0.0,1400668,1,0.10099999999999999,2e-06,10287108,10272571.0,14537.0
8270,2018-02-21 07:20:44,0.1392,13989000,0.0,1947269,1,0.1392,-7.9e-06,10488558,10287108.0,201450.0
8328,2018-02-21 07:41:15,0.1008,13976000,0.0,1408781,1,0.1008,-7.57e-06,10453415,10488558.0,-35143.0
8333,2018-02-21 07:44:24,0.0707,13890000,0.0,982023,1,0.0707,-7.57e-06,10402516,10453415.0,-50899.0
8337,2018-02-21 07:45:23,0.0086,13869000,0.0,119273,1,0.0086,-7.57e-06,10401896,10402516.0,-620.0
8348,2018-02-21 07:48:41,0.0413,13890000,0.0,573657,1,0.0413,-5.4e-07,10414429,10401896.0,12533.0
8617,2018-02-21 09:15:52,0.6947,13173000,0.0,9151283,1,0.6947,7.75e-06,10027805,10414429.0,-386624.0
8621,2018-02-21 09:17:32,0.7683,13226000,0.0,10161536,1,0.7683,7.75e-06,10084440,10027805.0,56635.0
8689,2018-02-21 09:36:02,0.2152,13301000,4294.0,2858081,1,0.2152,9.5e-06,10088113,10084440.0,3673.0
8704,2018-02-21 09:40:52,0.7233,13437000,14578.0,9704404,1,0.7233,4.77e-06,10107854,10088113.0,19741.0
8740,2018-02-21 09:57:00,0.0676,13610000,1380.0,918656,1,0.0676,1.7e-06,9980732,10107854.0,-127122.0
8776,2018-02-21 10:11:31,0.4677,13550000,0.0,6337335,1,0.4677,-6.9e-06,9635139,9980732.0,-345593.0
8778,2018-02-21 10:12:23,0.1477,13552000,0.0,2001630,1,0.1477,-6.9e-06,9635434,9635139.0,295.0
8781,2018-02-21 10:13:04,0.4459,13605000,0.0,6066470,1,0.4459,-6.9e-06,9659447,9635434.0,24013.0
8783,2018-02-21 10:14:23,1.5,13620000,0.0,20430000,1,1.5,-6.9e-06,9669947,9659447.0,10500.0
8785,2018-02-21 10:15:34,1.5,13588000,0.0,20382000,1,1.5,-6.9e-06,9669947,9669947.0,0.0
8795,2018-02-21 10:19:16,0.4334,13590000,0.0,5889906,1,0.4334,-6.9e-06,9723940,9669947.0,53993.0
8813,2018-02-21 10:30:41,0.7006,13465000,0.0,9433579,1,0.7006,-3.3e-06,9608660,9723940.0,-115280.0
8817,2018-02-21 10:32:17,0.8935,13441000,0.0,12009534,1,0.8935,-3.3e-06,9596152,9608660.0,-12508.0
8821,2018-02-21 10:32:55,0.2112,13430000,0.0,2836416,1,0.2112,-3.3e-06,9595858,9596152.0,-294.0
8824,2018-02-21 10:35:21,0.7489,13401000,0.0,10036009,1,0.7489,-3.3e-06,9577771,9595858.0,-18087.0
