,timestamp,quantity,price,fee,amount,side,sign_quantity,sign_quantity_cumsum(coin),amount_cumsum,compare,point_amount_cumsum
15094,2018-02-26 00:12:25,0.9549,10948000,0.0,10454245,1,0.9549,2.15e-06,15509327,15335070.0,174257.0
15100,2018-02-26 00:14:40,0.8809999999999999,10970000,0.0,9664570,1,0.8809999999999999,2.15e-06,15517994,15509327.0,8667.0
15106,2018-02-26 00:16:50,0.8829,10872000,0.0,9598889,1,0.8829,2.15e-06,15447856,15517994.0,-70138.0
15109,2018-02-26 00:24:05,0.7659,10890000,0.0,8340651,1,0.7659,2.15e-06,15475700,15447856.0,27844.0
15112,2018-02-26 00:25:43,0.5092,10884000,0.0,5542133,1,0.5092,2.15e-06,15441599,15475700.0,-34101.0
15116,2018-02-26 00:28:46,0.7396,10888000,0.0,8052765,1,0.7396,2.15e-06,15463360,15441599.0,21761.0
15125,2018-02-26 00:37:19,0.0758,10931000,0.0,828570,1,0.0758,-5.8e-06,15532200,15463360.0,68840.0
15127,2018-02-26 00:45:44,0.2408,10963000,0.0,2639890,1,0.2408,-5.8e-06,15530514,15532200.0,-1686.0
15130,2018-02-26 00:50:38,1.3318,10969000,0.0,14608514,1,1.3318,-5.8e-06,15572682,15530514.0,42168.0
15149,2018-02-26 01:01:39,0.8231,11027000,0.0,9076324,1,0.8231,9.4e-06,15668409,15572682.0,95727.0
15153,2018-02-26 01:07:54,0.8747,10973000,0.0,9598083,1,0.8747,9.4e-06,15637806,15668409.0,-30603.0
15160,2018-02-26 01:10:46,0.0919,11019000,0.0,1012646,1,0.0919,9.4e-06,15654060,15637806.0,16254.0
15252,2018-02-26 04:25:32,0.2914,11056000,0.0,3221718,1,0.2914,-1.2e-06,15794925,15654060.0,140865.0
15256,2018-02-26 04:38:32,0.1952,11037000,0.0,2154422,1,0.1952,-1.2e-06,15803055,15794925.0,8130.0
15263,2018-02-26 05:12:01,0.4706,11042000,0.0,5196365,1,0.4706,-1.2e-06,15829092,15803055.0,26037.0
15272,2018-02-26 05:28:49,0.1188,11153000,0.0,1324976,1,0.1188,-1.2e-06,15895879,15829092.0,66787.0
15276,2018-02-26 05:31:07,0.9298,11140000,0.0,10357972,1,0.9298,-1.2e-06,15896749,15895879.0,870.0
15287,2018-02-26 05:49:56,0.5562,11241000,0.0,6252244,1,0.5562,-1.2e-06,16033157,15896749.0,136408.0
15291,2018-02-26 05:53:45,0.9779,11241000,0.0,10992574,1,0.9779,-1.2e-06,16064087,16033157.0,30930.0
15293,2018-02-26 05:55:18,0.1013,11235000,0.0,1138106,1,0.1013,-1.2e-06,16065607,16064087.0,1520.0
15298,2018-02-26 06:05:09,0.3074,11232000,0.0,3452717,1,0.3074,-1.2e-06,16064427,16065607.0,-1180.0
15303,2018-02-26 06:11:38,1.4742,11280000,0.0,16628976,1,1.4742,-1.2e-06,16058172,16064427.0,-6255.0
15312,2018-02-26 06:17:13,1.4539,11200000,0.0,16283680,1,1.4539,-1.2e-06,15996560,16058172.0,-61612.0
15315,2018-02-26 06:18:27,1.1159,11183000,0.0,12479110,1,1.1159,-1.2e-06,15977590,15996560.0,-18970.0
15319,2018-02-26 06:22:17,1.3518,11176000,0.0,15107717,1,1.3518,-1.2e-06,15974941,15977590.0,-2649.0
15325,2018-02-26 06:31:46,1.5081,11220000,0.0,16920882,1,1.5081,-1.2e-06,16070701,15974941.0,95760.0
15333,2018-02-26 06:37:56,0.263,11219000,0.0,2950597,1,0.263,-1.2e-06,16056303,16070701.0,-14398.0
15416,2018-02-26 08:30:21,1.1859,11299000,0.0,13399484,1,1.1859,-2.56e-06,16109286,16056303.0,52983.0
15543,2018-02-26 12:05:28,0.0689,11301000,0.0,778639,1,0.0689,8.17e-06,16244732,16109286.0,135446.0
15546,2018-02-26 12:06:35,0.3827,11280000,0.0,4316856,1,0.3827,8.17e-06,16251618,16244732.0,6886.0
15549,2018-02-26 12:10:32,0.0121,11279000,0.0,136476,1,0.0121,8.17e-06,16246471,16251618.0,-5147.0
15551,2018-02-26 12:14:30,0.5512,11277000,0.0,6215882,1,0.5512,8.17e-06,16250329,16246471.0,3858.0
15553,2018-02-26 12:19:42,0.1041,11307000,0.0,1177059,1,0.1041,8.17e-06,16251995,16250329.0,1666.0
15559,2018-02-26 12:25:55,1.0724,11261000,0.0,12076296,1,1.0724,8.17e-06,16156864,16251995.0,-95131.0
16019,2018-02-26 22:00:31,0.1322,11229000,0.0,1484474,1,0.1322,-1.2e-06,16480728,16156864.0,323864.0
16126,2018-02-26 22:48:21,0.3151,11475000,0.0,3615773,1,0.3151,9.4e-06,16759899,16480728.0,279171.0
16129,2018-02-26 22:50:34,0.7,11450000,0.0,8015000,1,0.7,9.4e-06,16778299,16759899.0,18400.0
16132,2018-02-26 22:54:28,0.0603,11414000,0.0,688264,1,0.0603,9.4e-06,16780738,16778299.0,2439.0
16218,2018-02-26 23:49:29,0.0644,11491000,0.0,740020,1,0.0644,-6e-06,16970070,16780738.0,189332.0
16224,2018-02-26 23:53:23,0.5139,11490000,0.0,5904711,1,0.5139,-6e-06,16975873,16970070.0,5803.0
16601,2018-02-27 07:23:58,0.7135,11821000,0.0,8434284,1,0.7135,-7.1e-06,17802398,16975873.0,826525.0
16603,2018-02-27 07:28:00,0.4426,11816000,0.0,5229762,1,0.4426,-7.1e-06,17804169,17802398.0,1771.0
16961,2018-02-27 16:53:05,0.1601,11768000,0.0,1884057,1,0.1601,6.9e-06,18150651,17804169.0,346482.0
16966,2018-02-27 16:54:59,0.3603,11830000,0.0,4262349,1,0.3603,6.9e-06,18166154,18150651.0,15503.0
16972,2018-02-27 17:09:01,1.3919,11860000,0.0,16507934,1,1.3919,6.9e-06,18084083,18166154.0,-82071.0
16974,2018-02-27 17:12:48,0.287,11862000,0.0,3404394,1,0.287,6.9e-06,18090397,18084083.0,6314.0
16977,2018-02-27 17:16:17,1.9,11970000,0.0,22743000,1,1.9,6.9e-06,18128397,18090397.0,38000.0
16981,2018-02-27 17:21:51,0.077,11892000,0.0,915684,1,0.077,6.9e-06,18128696,18128397.0,299.0
16984,2018-02-27 17:23:32,0.3972,11883000,0.0,4719928,1,0.3972,6.9e-06,18149860,18128696.0,21164.0
16995,2018-02-27 17:29:04,1.4404,11920000,0.0,17169568,1,1.4404,6.9e-06,18182583,18149860.0,32723.0
16998,2018-02-27 17:30:45,0.6886,11908000,0.0,8199849,1,0.6886,6.9e-06,18180706,18182583.0,-1877.0
17082,2018-02-27 19:40:42,0.5313,11865000,0.0,6303875,1,0.5313,-4.1e-06,18540111,18180706.0,359405.0
17084,2018-02-27 19:41:40,0.1732,11875000,0.0,2056750,1,0.1732,-4.1e-06,18539938,18540111.0,-173.0
17101,2018-02-27 19:57:56,0.2951,11911000,0.0,3514936,1,0.2951,-3.4e-06,18650274,18539938.0,110336.0
17106,2018-02-27 20:05:10,1.8802,11931000,0.0,22432666,1,1.8802,-3.4e-06,18634638,18650274.0,-15636.0
17112,2018-02-27 20:06:06,0.1897,11955000,0.0,2267864,1,0.1897,-3.4e-06,18634638,18634638.0,0.0
17117,2018-02-27 20:22:46,0.1539,11932000,0.0,1836335,1,0.1539,-3.4e-06,18666776,18634638.0,32138.0
17119,2018-02-27 20:31:02,0.1,11948000,0.0,1194800,1,0.1,-3.4e-06,18667476,18666776.0,700.0
17125,2018-02-27 20:41:00,1.2977,11983000,0.0,15550339,1,1.2977,-3.4e-06,18671369,18667476.0,3893.0
17164,2018-02-27 21:29:47,0.6272,11952000,0.0,7496294,1,0.6272,6.8e-06,18590002,18671369.0,-81367.0
17169,2018-02-27 21:38:58,1.8999,11951000,0.0,22705705,1,1.8999,6.8e-06,18622928,18590002.0,32926.0
17173,2018-02-27 21:42:36,0.84,11932000,0.0,10022880,1,0.84,6.8e-06,18625473,18622928.0,2545.0
17487,2018-02-28 07:03:46,0.3608,12053000,0.0,4348722,1,0.3608,5.1e-06,19050261,18625473.0,424788.0
17491,2018-02-28 07:08:56,0.2679,12055000,0.0,3229535,1,0.2679,5.1e-06,19050261,19050261.0,0.0
17541,2018-02-28 08:31:10,0.9620000000000001,11982000,0.0,11526684,1,0.9620000000000001,4.4e-06,19015910,19050261.0,-34351.0
17696,2018-02-28 12:54:25,0.1306,12166000,0.0,1588880,1,0.1306,4.7e-06,19463548,19015910.0,447638.0
17762,2018-02-28 13:55:11,1.8835,12148000,0.0,22880758,1,1.8835,-4.5e-06,19429129,19463548.0,-34419.0
17774,2018-02-28 14:06:24,0.5133,12160000,0.0,6241728,1,0.5133,-4.5e-06,19443100,19429129.0,13971.0
17776,2018-02-28 14:07:54,0.3023,12171000,0.0,3679293,1,0.3023,-4.5e-06,19445216,19443100.0,2116.0
17810,2018-02-28 14:48:07,1.8999,12235000,0.0,23245277,1,1.8999,-9.66e-06,19624248,19445216.0,179032.0
17813,2018-02-28 14:51:16,0.04580136,12240000,0.0,560609,1,0.04580136,-9.66e-06,19624556,19624248.0,308.0
18108,2018-02-28 18:46:07,1.4088,11971000,0.0,16864745,1,1.4088,-6.56e-06,20122391,19624556.0,497835.0
18116,2018-02-28 18:55:22,1.685,11985000,0.0,20194725,1,1.685,-6.56e-06,20114654,20122391.0,-7737.0
18305,2018-02-28 22:23:58,0.0498,11841000,0.0,589682,1,0.0498,6e-06,20025350,20114654.0,-89304.0
18307,2018-02-28 22:39:53,0.3481,11838000,0.0,4120808,1,0.3481,6e-06,20027787,20025350.0,2437.0
18309,2018-02-28 22:40:53,0.0583,11836000,0.0,690039,1,0.0583,6e-06,20028370,20027787.0,583.0
