,timestamp,quantity,price,fee,amount,side,sign_quantity,sign_quantity_cumsum(coin),amount_cumsum,compare,point_amount_cumsum
1144,2018-03-02 08:08:54,0.1897,12210000,0,2316237,1,0.1897,-3.2e-06,945307,601411.0,343896.0
1156,2018-03-02 08:15:32,0.0668,12246000,0,818033,1,0.0668,-3.2e-06,998640,945307.0,53333.0
1212,2018-03-02 09:15:38,0.18070721,12280000,0,2219085,1,0.18070721,6.2e-06,1065167,998640.0,66527.0
1215,2018-03-02 09:19:26,0.0713,12274000,0,875136,1,0.0713,6.2e-06,1065452,1065167.0,285.0
1227,2018-03-02 09:26:43,0.3638908,12320000,0,4483135,1,0.3638908,6.2e-06,1099471,1065452.0,34019.0
1235,2018-03-02 09:28:34,0.2,12338000,0,2467600,1,0.2,6.2e-06,1097606,1099471.0,-1865.0
1238,2018-03-02 09:31:46,0.00804045,12360000,0,99380,1,0.00804045,6.2e-06,1099307,1097606.0,1701.0
1245,2018-03-02 09:37:13,1.4448,12405000,0,17922744,1,1.4448,6.2e-06,1109753,1099307.0,10446.0
1253,2018-03-02 09:40:27,0.1861,12379000,0,2303732,1,0.1861,6.2e-06,1116212,1109753.0,6459.0
1265,2018-03-02 09:45:12,0.2484,12390000,0,3077676,1,0.2484,6.7e-06,1124509,1116212.0,8297.0
1267,2018-03-02 09:48:17,0.0488,12419000,0,606047,1,0.0488,6.7e-06,1124460,1124509.0,-49.0
1270,2018-03-02 09:53:09,1.2155,12375000,0,15041813,1,1.2155,6.7e-06,1120814,1124460.0,-3646.0
1281,2018-03-02 09:56:44,0.4381,12361000,0,5415354,1,0.4381,6.7e-06,1136599,1120814.0,15785.0
1513,2018-03-02 12:02:08,1.3098,12420000,0,16267716,1,1.3098,7.7e-06,1261249,1136599.0,124650.0
1516,2018-03-02 12:03:19,0.0229,12408000,0,284143,1,0.0229,7.7e-06,1261664,1261249.0,415.0
1518,2018-03-02 12:07:12,0.0563,12400000,0,698120,1,0.0563,7.7e-06,1261833,1261664.0,169.0
1521,2018-03-02 12:08:43,0.7737,12400000,0,9593880,1,0.7737,7.7e-06,1262233,1261833.0,400.0
1529,2018-03-02 12:15:48,1.0252,12450000,0,12763740,1,1.0252,7.7e-06,1338989,1262233.0,76756.0
1593,2018-03-02 13:27:40,1.2227,12390000,0,15149253,1,1.2227,4.77e-06,1340907,1338989.0,1918.0
1605,2018-03-02 13:38:26,0.2657,12346000,0,3280332,1,0.2657,4.77e-06,1407132,1340907.0,66225.0
1606,2018-03-02 13:45:37,5.36e-06,12304000,0,-66,0,-5.36e-06,-6e-07,1407066,1407132.0,-66.0
1612,2018-03-02 13:46:08,0.0219,12310000,0,269589,1,0.0219,4.77e-06,1407133,1407066.0,67.0
1614,2018-03-02 13:48:54,0.01,12282000,0,122820,1,0.01,4.77e-06,1407083,1407133.0,-50.0
1617,2018-03-02 13:53:06,0.9347,12317000,0,11512700,1,0.9347,4.77e-06,1419235,1407083.0,12152.0
1623,2018-03-02 13:53:51,0.032,12319000,0,394208,1,0.032,4.77e-06,1422748,1419235.0,3513.0
1625,2018-03-02 13:56:34,0.2638,12307000,0,3246587,1,0.2638,4.77e-06,1420902,1422748.0,-1846.0
1628,2018-03-02 13:59:25,0.3421,12340000,0,4221514,1,0.3421,4.77e-06,1433117,1420902.0,12215.0
1637,2018-03-02 14:02:49,1.5971,12281000,0,19613985,1,1.5971,4.77e-06,1383321,1433117.0,-49796.0
1647,2018-03-02 14:06:35,1.1821,12285000,0,14522099,1,1.1821,4.77e-06,1387676,1383321.0,4355.0
1655,2018-03-02 14:14:38,0.8585,12250000,0,10516625,1,0.8585,4.77e-06,1357372,1387676.0,-30304.0
1658,2018-03-02 14:16:41,0.0081,12289000,0,99541,1,0.0081,4.77e-06,1357718,1357372.0,346.0
1670,2018-03-02 14:24:37,1.868,12333000,0,23038044,1,1.868,4.77e-06,1409478,1357718.0,51760.0
1682,2018-03-02 14:39:08,0.62762647,12336000,0,7742400,1,0.62762647,4.7e-06,1451492,1409478.0,42014.0
1688,2018-03-02 14:43:09,0.228,12337000,0,2812836,1,0.228,4.7e-06,1463875,1451492.0,12383.0
1690,2018-03-02 14:55:54,0.0649,12317000,0,799373,1,0.0649,4.7e-06,1464134,1463875.0,259.0
1694,2018-03-02 15:04:01,1.834,12337000,0,22626058,1,1.834,4.7e-06,1501672,1464134.0,37538.0
2112,2018-03-02 21:32:56,0.6554,12320000,0,8074528,1,0.6554,-6.6e-07,1766451,1501672.0,264779.0
2124,2018-03-02 21:42:28,1.0232,12337000,0,12623218,1,1.0232,-6.6e-07,1769405,1766451.0,2954.0
2216,2018-03-02 23:19:57,0.0189,12244000,0,231412,1,0.0189,-2.44e-06,1782907,1769405.0,13502.0
2708,2018-03-03 10:11:29,0.1901,12439000,0,2364654,1,0.1901,6.7e-06,2014322,1782907.0,231415.0
2789,2018-03-03 11:12:41,0.0201,12512000,0,251491,1,0.0201,-5.6e-06,2083944,2014322.0,69622.0
2801,2018-03-03 11:17:51,0.9984,12539000,0,12518938,1,0.9984,-5.6e-06,2104615,2083944.0,20671.0
2893,2018-03-03 12:22:59,0.0039,12578000,0,49054,1,0.0039,8.4e-06,2221982,2104615.0,117367.0
2906,2018-03-03 12:32:23,0.7169,12560000,0,9004264,1,0.7169,4.8e-06,2194499,2221982.0,-27483.0
2914,2018-03-03 12:35:01,0.36661227,12545000,0,4599151,1,0.36661227,4.8e-06,2192419,2194499.0,-2080.0
2981,2018-03-03 13:24:22,0.4748,12653000,0,6007644,1,0.4748,-2.5e-06,2342555,2192419.0,150136.0
3222,2018-03-03 16:51:25,1.7369999999999999,12598000,0,21882726,1,1.7369999999999999,3.9e-06,2606083,2342555.0,263528.0
3226,2018-03-03 16:54:16,0.0967,12572000,0,1215712,1,0.0967,3.9e-06,2603908,2606083.0,-2175.0
3243,2018-03-03 17:03:09,0.0671,12521000,0,840159,1,0.0671,3.9e-06,2568500,2603908.0,-35408.0
3245,2018-03-03 17:03:45,0.2622,12522000,0,3283268,1,0.2622,3.9e-06,2568762,2568500.0,262.0
3252,2018-03-03 17:07:14,0.1319,12515000,0,1650729,1,0.1319,3.9e-06,2569981,2568762.0,1219.0
3254,2018-03-03 17:12:20,0.7934,12493000,0,9911946,1,0.7934,3.9e-06,2572361,2569981.0,2380.0
3267,2018-03-03 17:20:22,0.3051,12501000,0,3814055,1,0.3051,3.9e-06,2592482,2572361.0,20121.0
3291,2018-03-03 17:29:41,0.5996,12485000,0,7486006,1,0.5996,4.5e-06,2556984,2592482.0,-35498.0
3293,2018-03-03 17:30:29,0.2519,12483000,0,3144468,1,0.2519,4.5e-06,2556984,2556984.0,0.0
3723,2018-03-04 00:48:13,0.3134,12721000,0,3986761,1,0.3134,-5.9e-06,3049194,2556984.0,492210.0
3725,2018-03-04 00:53:20,0.8219,12744000,0,10474294,1,0.8219,-5.9e-06,3049194,3049194.0,0.0
3733,2018-03-04 00:55:47,1.9,12749000,0,24223100,1,1.9,-5.9e-06,3047294,3049194.0,-1900.0
3743,2018-03-04 00:59:03,1.8999,12743000,0,24210426,1,1.8999,-5.9e-06,3011977,3047294.0,-35317.0
3758,2018-03-04 01:05:20,0.0004,12736000,0,5094,1,0.0004,-1.43e-06,3011477,3011977.0,-500.0
3760,2018-03-04 01:09:15,0.31,12769000,0,3958390,1,0.31,-1.43e-06,3013027,3011477.0,1550.0
3763,2018-03-04 01:10:48,0.1813,12769000,0,2315020,1,0.1813,-1.43e-06,3014478,3013027.0,1451.0
3782,2018-03-04 01:45:05,0.0751,12771000,0,959102,1,0.0751,-1.43e-06,3015966,3014478.0,1488.0
3790,2018-03-04 02:04:39,0.1755,12766000,0,2240433,1,0.1755,-1.43e-06,3033860,3015966.0,17894.0
3799,2018-03-04 02:16:48,0.0672,12727000,0,855254,1,0.0672,-1.43e-06,2996404,3033860.0,-37456.0
3838,2018-03-04 02:49:48,0.5047,12786000,0,6453094,1,0.5047,5.36e-06,3094320,2996404.0,97916.0
3843,2018-03-04 02:56:45,0.6769,12767000,0,8641982,1,0.6769,5.36e-06,3091043,3094320.0,-3277.0
3845,2018-03-04 03:01:05,0.0156,12775000,0,199290,1,0.0156,5.36e-06,3090996,3091043.0,-47.0
3854,2018-03-04 03:20:02,1.6903,12770000,0,21585131,1,1.6903,5.36e-06,3120370,3090996.0,29374.0
3860,2018-03-04 03:34:11,0.7004,12758000,0,8935703,1,0.7004,5.36e-06,3116188,3120370.0,-4182.0
3867,2018-03-04 03:45:07,1.8999,12756000,0,24235124,1,1.8999,5.36e-06,3120225,3116188.0,4037.0
4395,2018-03-04 14:23:20,0.09723398,12509000,0,1216300,1,0.09723398,6.7e-06,3228857,3120225.0,108632.0
4398,2018-03-04 14:33:19,0.7797,12480000,0,9730656,1,0.7797,6.7e-06,3228077,3228857.0,-780.0
4401,2018-03-04 14:38:22,0.2204,12455000,0,2745082,1,0.2204,6.7e-06,3226126,3228077.0,-1951.0
4405,2018-03-04 14:42:22,0.2919,12449000,0,3633863,1,0.2919,6.7e-06,3222391,3226126.0,-3735.0
4559,2018-03-04 17:09:10,0.271,12398000,0,3359858,1,0.271,-4e-06,3324422,3222391.0,102031.0
4575,2018-03-04 17:14:29,0.1406,12389000,0,1741893,1,0.1406,-2.4e-07,3313884,3324422.0,-10538.0
4580,2018-03-04 17:17:03,0.0065,12387000,0,80516,1,0.0065,-2.4e-07,3313914,3313884.0,30.0
4584,2018-03-04 17:19:13,0.6897,12382000,0,8539865,1,0.6897,-2.4e-07,3312036,3313914.0,-1878.0
4588,2018-03-04 17:21:17,1.2335,12388000,0,15280598,1,1.2335,-2.4e-07,3321904,3312036.0,9868.0
4597,2018-03-04 17:25:35,0.1992,12413000,0,2472670,1,0.1992,-2.4e-07,3366258,3321904.0,44354.0
4599,2018-03-04 17:27:43,0.01,12401000,0,124010,1,0.01,-2.4e-07,3366268,3366258.0,10.0
4613,2018-03-04 17:42:45,0.1009,12389000,0,1250050,1,0.1009,-2.4e-07,3363109,3366268.0,-3159.0
4619,2018-03-04 17:44:21,0.0841,12385000,0,1041579,1,0.0841,-2.4e-07,3361848,3363109.0,-1261.0
4626,2018-03-04 17:48:42,0.4784,12412000,0,5937901,1,0.4784,-2.4e-07,3384009,3361848.0,22161.0
4673,2018-03-04 18:34:02,0.1115,12465000,0,1389848,1,0.1115,-1.2e-06,3408602,3384009.0,24593.0
4675,2018-03-04 18:44:12,0.069,12492000,0,861948,1,0.069,-1.2e-06,3407912,3408602.0,-690.0
4677,2018-03-04 18:51:47,0.1049,12498000,0,1311040,1,0.1049,-1.2e-06,3410324,3407912.0,2412.0
4679,2018-03-04 19:00:08,0.0801,12475000,0,999248,1,0.0801,-1.2e-06,3411446,3410324.0,1122.0
4688,2018-03-04 19:05:58,0.9598,12479000,0,11977344,1,0.9598,-1.2e-06,3443535,3411446.0,32089.0
4707,2018-03-04 19:23:14,0.5083,12422000,0,6314103,1,0.5083,-1.2e-06,3428650,3443535.0,-14885.0
4721,2018-03-04 19:35:53,1.8011,12381000,0,22299419,1,1.8011,-1.2e-06,3376543,3428650.0,-52107.0
4740,2018-03-04 19:45:17,0.2476,12357000,0,3059593,1,0.2476,-1.2e-06,3358080,3376543.0,-18463.0
4746,2018-03-04 19:54:18,1.5608,12370000,0,19307096,1,1.5608,-1.2e-06,3365144,3358080.0,7064.0
4752,2018-03-04 20:00:32,0.22435591,12370000,0,2775283,1,0.22435591,-1.2e-06,3359602,3365144.0,-5542.0
4765,2018-03-04 20:06:24,1.5113,12344000,0,18655487,1,1.5113,-1.2e-06,3364125,3359602.0,4523.0
4774,2018-03-04 20:23:41,1.7612,12377000,0,21798372,1,1.7612,-1.2e-06,3423779,3364125.0,59654.0
4779,2018-03-04 20:25:41,0.8318,12364000,0,10284375,1,0.8318,-1.2e-06,3414815,3423779.0,-8964.0
4783,2018-03-04 20:28:22,0.23022663,12363000,0,2846292,1,0.23022663,-1.2e-06,3417658,3414815.0,2843.0
4791,2018-03-04 20:34:46,0.040999999999999995,12386000,0,507826,1,0.040999999999999995,-1.2e-06,3443651,3417658.0,25993.0
4852,2018-03-04 21:36:26,0.2504,12415000,0,3108716,1,0.2504,-4.77e-06,3579840,3443651.0,136189.0
4865,2018-03-04 21:47:29,0.562,12453000,0,6998586,1,0.562,-4.77e-06,3613249,3579840.0,33409.0
4873,2018-03-04 21:56:03,1.2788,12460000,0,15933848,1,1.2788,-4.77e-06,3622079,3613249.0,8830.0
4876,2018-03-04 21:59:01,0.0211,12458000,0,262864,1,0.0211,-4.77e-06,3621932,3622079.0,-147.0
4878,2018-03-04 22:00:41,0.19899999999999998,12454000,0,2478346,1,0.19899999999999998,-4.77e-06,3621335,3621932.0,-597.0
4939,2018-03-04 23:19:18,1.0973,12368000,0,13571406,1,1.0973,-6e-08,3500257,3621335.0,-121078.0
4955,2018-03-05 00:00:01,0.6385423000000001,12361000,0,7893021,1,0.6385423000000001,-6e-08,3495126,3500257.0,-5131.0
5077,2018-03-05 02:40:31,0.7389,12288000,0,9079603,1,0.7389,-3e-06,3360973,3495126.0,-134153.0
5079,2018-03-05 02:41:04,0.0201,12294000,0,247109,1,0.0201,-3e-06,3361174,3360973.0,201.0
5257,2018-03-05 11:40:13,0.2845,12586000,0,3580717,1,0.2845,-2.5e-06,3386887,3361174.0,25713.0
5259,2018-03-05 11:58:46,0.1751,12614000,0,2208711,1,0.1751,-2.5e-06,3387762,3386887.0,875.0
5261,2018-03-05 12:01:38,0.1079,12615000,0,1361159,1,0.1079,-2.5e-06,3387655,3387762.0,-107.0
5265,2018-03-05 12:03:54,0.3839,12576000,0,4827926,1,0.3839,-2.5e-06,3388362,3387655.0,707.0
