,timestamp,quantity,price,fee,amount,side,sign_quantity,sign_quantity_cumsum(coin),amount_cumsum,compare,point_amount_cumsum
8467,2018-05-11 22:51:04,0.5377,9351000,0,5028033,1,0.5377,6e-08,4591121,4584022.0,7099.0
8469,2018-05-11 22:54:59,0.0946,9368000,0,886213,1,0.0946,6e-08,4592256,4591121.0,1135.0
8472,2018-05-11 22:57:48,0.0149,9342000,0,139196,1,0.0149,6e-08,4591316,4592256.0,-940.0
8474,2018-05-11 23:06:36,0.0076,9375000,0,71250,1,0.0076,6e-08,4591324,4591316.0,8.0
8486,2018-05-11 23:11:30,0.3441,9360000,0,3220776,1,0.3441,6e-08,4568194,4591324.0,-23130.0
8494,2018-05-11 23:20:25,0.3433,9428000,0,3236632,1,0.3433,6e-08,4595017,4568194.0,26823.0
8497,2018-05-11 23:21:21,0.018000000000000002,9427000,0,169686,1,0.018000000000000002,6e-08,4595143,4595017.0,126.0
9640,2018-05-12 18:55:36,0.0618,9371000,0,579128,1,0.0618,5.84e-06,5100418,4595143.0,505275.0
9679,2018-05-12 19:22:08,0.0271,9386000,0,254361,1,0.0271,-8.1e-06,5169731,5100418.0,69313.0
9687,2018-05-12 19:25:12,0.2009,9419000,0,1892277,1,0.2009,-8.1e-06,5174793,5169731.0,5062.0
9689,2018-05-12 19:27:08,0.0204,9419000,0,192148,1,0.0204,-8.1e-06,5174793,5174793.0,0.0
9697,2018-05-12 19:29:50,0.1173,9425000,0,1105553,1,0.1173,-8.1e-06,5175008,5174793.0,215.0
9700,2018-05-12 19:31:22,0.1154,9423000,0,1087414,1,0.1154,-8.1e-06,5176162,5175008.0,1154.0
9703,2018-05-12 19:32:15,0.0255,9401000,0,239726,1,0.0255,-8.1e-06,5174660,5176162.0,-1502.0
9715,2018-05-12 19:34:43,0.3336,9405000,0,3137508,1,0.3336,-8.1e-06,5172684,5174660.0,-1976.0
9717,2018-05-12 19:36:41,0.0095,9402000,0,89319,1,0.0095,-8.1e-06,5172646,5172684.0,-38.0
9721,2018-05-12 19:38:38,0.1994,9399000,0,1874161,1,0.1994,-8.1e-06,5173498,5172646.0,852.0
9723,2018-05-12 19:46:21,0.156,9387000,0,1464372,1,0.156,-8.1e-06,5173030,5173498.0,-468.0
9729,2018-05-12 19:49:28,0.3163,9394000,0,2971322,1,0.3163,-8.1e-06,5177052,5173030.0,4022.0
9731,2018-05-12 19:53:38,0.1825,9394000,0,1714405,1,0.1825,-8.1e-06,5178694,5177052.0,1642.0
9802,2018-05-12 20:52:57,0.8312,9450000,0,7854840,1,0.8312,-8.7e-06,5331028,5178694.0,152334.0
9806,2018-05-12 20:56:54,0.2383,9445000,0,2250744,1,0.2383,-8.7e-06,5332035,5331028.0,1007.0
9830,2018-05-12 21:20:40,0.1964,9500000,0,1865800,1,0.1964,-4.95e-06,5368742,5332035.0,36707.0
9836,2018-05-12 21:22:56,0.0846,9527000,0,805984,1,0.0846,-4.95e-06,5386464,5368742.0,17722.0
9838,2018-05-12 21:23:45,0.2019,9520000,0,1922088,1,0.2019,-4.95e-06,5389089,5386464.0,2625.0
10183,2018-05-13 01:53:37,0.2879,9323000,0,2684092,1,0.2879,6.1e-06,5137856,5389089.0,-251233.0
10185,2018-05-13 02:00:45,0.133,9360000,0,1244880,1,0.133,6.1e-06,5144240,5137856.0,6384.0
10190,2018-05-13 02:02:24,0.2603,9373000,0,2439792,1,0.2603,6.1e-06,5147410,5144240.0,3170.0
10197,2018-05-13 02:15:55,0.122,9363000,0,1142286,1,0.122,6.1e-06,5148121,5147410.0,711.0
10205,2018-05-13 02:19:11,0.365,9344000,0,3410560,1,0.365,6.1e-06,5145864,5148121.0,-2257.0
10247,2018-05-13 02:58:51,0.4293,9420000,0,4044006,1,0.4293,6.1e-06,5235558,5145864.0,89694.0
10251,2018-05-13 03:02:21,0.0479,9437000,0,452032,1,0.0479,6.1e-06,5235260,5235558.0,-298.0
10256,2018-05-13 03:09:34,0.0347,9415000,0,326701,1,0.0347,6.1e-06,5234034,5235260.0,-1226.0
10271,2018-05-13 03:21:24,0.0016,9400000,0,15040,1,0.0016,6.1e-06,5231389,5234034.0,-2645.0
10292,2018-05-13 03:43:06,0.0015,9396000,0,14094,1,0.0015,6.1e-06,5206021,5231389.0,-25368.0
10338,2018-05-13 04:19:07,0.4979,9456000,0,4708142,1,0.4979,6.1e-06,5328560,5206021.0,122539.0
10573,2018-05-13 08:43:06,0.0895,9474000,0,847923,1,0.0895,8.3e-07,5100373,5328560.0,-228187.0
10587,2018-05-13 09:05:21,1.6303,9528000,0,15533498,1,1.6303,8.3e-07,5193759,5100373.0,93386.0
10589,2018-05-13 09:09:03,0.0039,9530000,0,37167,1,0.0039,8.3e-07,5193732,5193759.0,-27.0
10597,2018-05-13 09:18:45,1.2896,9535000,0,12296336,1,1.2896,8.3e-07,5225486,5193732.0,31754.0
10606,2018-05-13 09:26:43,1.6054,9550000,0,15331570,1,1.6054,8.3e-07,5215397,5225486.0,-10089.0
10608,2018-05-13 09:37:35,0.004,9504000,0,38016,1,0.004,8.3e-07,5215369,5215397.0,-28.0
10619,2018-05-13 09:48:47,2.1804,9450000,0,20604780,1,2.1804,8.3e-07,5162720,5215369.0,-52649.0
10657,2018-05-13 10:13:30,0.0348,9464000,0,329347,1,0.0348,8.3e-07,5254268,5162720.0,91548.0
10702,2018-05-13 11:06:28,0.0451,9400000,0,423940,1,0.0451,8.3e-07,5127240,5254268.0,-127028.0
10708,2018-05-13 11:08:25,0.5905,9400000,0,5550700,1,0.5905,8.3e-07,5117635,5127240.0,-9605.0
10715,2018-05-13 11:25:16,1.7399,9426000,0,16400297,1,1.7399,8.3e-07,5169869,5117635.0,52234.0
10747,2018-05-13 11:55:03,0.4828,9409000,0,4542665,1,0.4828,4e-07,5247524,5169869.0,77655.0
10771,2018-05-13 12:35:05,0.0274,9459000,0,259177,1,0.0274,4e-07,5325282,5247524.0,77758.0
10784,2018-05-13 12:53:14,1.1052,9443000,0,10436404,1,1.1052,4e-07,5294393,5325282.0,-30889.0
10804,2018-05-13 13:32:33,0.0013,9434000,0,12264,1,0.0013,4e-07,5286404,5294393.0,-7989.0
10813,2018-05-13 13:38:16,0.4995,9414000,0,4702293,1,0.4995,4e-07,5281966,5286404.0,-4438.0
11827,2018-05-14 10:21:19,0.2771,9782000,0,2710592,1,0.2771,-6.44e-06,6224855,5281966.0,942889.0
11829,2018-05-14 10:33:31,0.0628,9780000,0,614184,1,0.0628,-6.44e-06,6225923,6224855.0,1068.0
11854,2018-05-14 11:06:28,0.0077,9763000,0,75175,1,0.0077,-6.5e-06,6253974,6225923.0,28051.0
11871,2018-05-14 11:20:52,0.0061,9758000,0,59524,1,0.0061,-6.5e-06,6238257,6253974.0,-15717.0
11873,2018-05-14 11:23:29,0.0032,9754000,0,31213,1,0.0032,-6.5e-06,6238248,6238257.0,-9.0
12178,2018-05-14 16:12:24,0.9546,9482000,0,9051517,1,0.9546,-8.3e-06,6077721,6238248.0,-160527.0
12180,2018-05-14 16:20:04,0.002,9462000,0,18924,1,0.002,-8.3e-06,6077739,6077721.0,18.0
12190,2018-05-14 16:33:44,0.0273,9442000,0,257767,1,0.0273,-8.3e-06,6049913,6077739.0,-27826.0
12203,2018-05-14 16:40:57,0.1896,9450000,0,1791720,1,0.1896,-8.3e-06,6059880,6049913.0,9967.0
12207,2018-05-14 16:51:40,0.2824,9445000,0,2667268,1,0.2824,-8.3e-06,6060817,6059880.0,937.0
12212,2018-05-14 16:55:43,1.8645,9438000,0,17597151,1,1.8645,-8.3e-06,6070718,6060817.0,9901.0
12579,2018-05-14 23:23:16,0.2976,9741000,0,2898922,1,0.2976,-3.6e-06,6740034,6070718.0,669316.0
12588,2018-05-14 23:26:53,0.09870620000000001,9772000,0,964557,1,0.09870620000000001,-9.24e-06,6740879,6740034.0,845.0
12590,2018-05-14 23:28:23,0.0109,9773000,0,106526,1,0.0109,-9.24e-06,6740890,6740879.0,11.0
12592,2018-05-14 23:34:14,0.1338,9780000,0,1308564,1,0.1338,-9.24e-06,6745439,6740890.0,4549.0
12613,2018-05-14 23:38:45,0.1177,9831000,0,1157109,1,0.1177,-9.24e-06,6699214,6745439.0,-46225.0
12616,2018-05-14 23:46:18,0.0191,9835000,0,187849,1,0.0191,-9.24e-06,6699272,6699214.0,58.0
12619,2018-05-14 23:56:17,0.099,9805000,0,970695,1,0.099,-9.24e-06,6699173,6699272.0,-99.0
12628,2018-05-15 00:02:51,0.3702,9806000,0,3630181,1,0.3702,-9.24e-06,6701049,6699173.0,1876.0
12638,2018-05-15 00:18:55,0.9414,9808000,0,9233251,1,0.9414,-9.24e-06,6696588,6701049.0,-4461.0
12641,2018-05-15 00:26:55,0.022000000000000002,9819000,0,216018,1,0.022000000000000002,-9.24e-06,6696874,6696588.0,286.0
12643,2018-05-15 00:34:24,0.008,9838000,0,78704,1,0.008,-9.24e-06,6696962,6696874.0,88.0
12656,2018-05-15 00:46:30,0.2924,9845000,0,2878678,1,0.2924,-9.24e-06,6759836,6696962.0,62874.0
12661,2018-05-15 00:48:45,0.0419,9884000,0,414140,1,0.0419,-9.24e-06,6760074,6759836.0,238.0
12667,2018-05-15 00:53:06,1.5653,9879000,0,15463599,1,1.5653,-9.24e-06,6792150,6760074.0,32076.0
12669,2018-05-15 01:01:54,0.004,9870000,0,39480,1,0.004,-9.24e-06,6792146,6792150.0,-4.0
12674,2018-05-15 01:14:57,0.5167,9845000,0,5086912,1,0.5167,-9.24e-06,6788136,6792146.0,-4010.0
12678,2018-05-15 01:22:30,2.6430000000000002,9845000,0,26020335,1,2.6430000000000002,-9.24e-06,6827228,6788136.0,39092.0
12746,2018-05-15 04:16:40,0.7775,9831000,0,7643603,1,0.7775,6.14e-06,6898336,6827228.0,71108.0
12749,2018-05-15 05:29:40,0.0862,9829000,0,847260,1,0.0862,6.14e-06,6898926,6898336.0,590.0
12763,2018-05-15 05:47:03,0.1791,9907000,0,1774344,1,0.1791,6.14e-06,7156578,6898926.0,257652.0
12765,2018-05-15 06:52:12,0.0617,9860000,0,608362,1,0.0617,6.14e-06,7156948,7156578.0,370.0
12768,2018-05-15 06:56:30,0.4263,9842000,0,4195645,1,0.4263,6.14e-06,7153509,7156948.0,-3439.0
12770,2018-05-15 07:00:58,0.3988,9834000,0,3921799,1,0.3988,6.14e-06,7167068,7153509.0,13559.0
12774,2018-05-15 07:02:15,0.4858,9802000,0,4761812,1,0.4858,6.14e-06,7165583,7167068.0,-1485.0
12805,2018-05-15 07:08:28,0.7,9750000,0,6825000,1,0.7,6.14e-06,7084092,7165583.0,-81491.0
12826,2018-05-15 07:32:36,0.1255,9736000,0,1221868,1,0.1255,6.14e-06,7076266,7084092.0,-7826.0
12830,2018-05-15 07:35:27,0.0177,9729000,0,172203,1,0.0177,6.14e-06,7077861,7076266.0,1595.0
13177,2018-05-15 13:40:47,0.2355,9737000,0,2293064,1,0.2355,3.5e-06,7131380,7077861.0,53519.0
13194,2018-05-15 13:46:45,0.0909,9728000,0,884275,1,0.0909,3.5e-06,7099581,7131380.0,-31799.0
13210,2018-05-15 13:58:56,0.3063,9716000,0,2976011,1,0.3063,3.5e-06,7023386,7099581.0,-76195.0
13215,2018-05-15 14:06:36,0.4583,9715000,0,4452385,1,0.4583,3.5e-06,7012045,7023386.0,-11341.0
13240,2018-05-15 14:10:41,0.2256,9709000,0,2190350,1,0.2256,-3.7e-06,6990313,7012045.0,-21732.0
13402,2018-05-15 16:48:00,0.8371,9724000,0,8139960,1,0.8371,3.46e-06,6977284,6990313.0,-13029.0
13413,2018-05-15 16:56:54,0.0776,9729000,0,754970,1,0.0776,3.46e-06,6988524,6977284.0,11240.0
13415,2018-05-15 17:05:00,0.0011,9702000,0,10672,1,0.0011,3.46e-06,6988526,6988524.0,2.0
13489,2018-05-15 17:10:11,0.1043,9679000,0,1009520,1,0.1043,3.46e-06,6905263,6988526.0,-83263.0
13491,2018-05-15 17:12:37,2.487,9687000,0,24091569,1,2.487,3.46e-06,6875419,6905263.0,-29844.0
13494,2018-05-15 17:13:56,0.0269,9690000,0,260661,1,0.0269,3.46e-06,6875561,6875419.0,142.0
13542,2018-05-15 17:37:55,0.0367,9696000,0,355843,1,0.0367,3.46e-06,6882716,6875561.0,7155.0
13550,2018-05-15 17:50:32,0.5765,9720000,0,5603580,1,0.5765,3.46e-06,6883855,6882716.0,1139.0
13561,2018-05-15 18:00:38,0.0018,9718000,0,17492,1,0.0018,3.46e-06,6872916,6883855.0,-10939.0
13564,2018-05-15 18:05:52,0.6698,9712000,0,6505098,1,0.6698,3.46e-06,6871568,6872916.0,-1348.0
13574,2018-05-15 18:25:32,0.6408,9719000,0,6227935,1,0.6408,3.46e-06,6824998,6871568.0,-46570.0
13592,2018-05-15 18:33:31,0.7445,9718000,0,7235051,1,0.7445,3.46e-06,6804615,6824998.0,-20383.0
13598,2018-05-15 18:41:13,0.6153,9711000,0,5975178,1,0.6153,3.46e-06,6798250,6804615.0,-6365.0
13618,2018-05-15 18:44:34,0.3219,9721000,0,3129190,1,0.3219,3.46e-06,6802628,6798250.0,4378.0
13632,2018-05-15 18:57:47,0.0244,9714000,0,237022,1,0.0244,3.46e-06,6787653,6802628.0,-14975.0
13634,2018-05-15 19:01:05,0.1245,9712000,0,1209144,1,0.1245,3.46e-06,6787404,6787653.0,-249.0
13805,2018-05-15 22:23:56,0.4158,9750000,0,4054050,1,0.4158,-1.3e-06,7047722,6787404.0,260318.0
13814,2018-05-15 22:33:44,1.3756,9767000,0,13435485,1,1.3756,-1.3e-06,7117212,7047722.0,69490.0
14708,2018-05-16 12:59:05,0.2846,9110000,0,2592706,1,0.2846,2.4e-06,6719719,7117212.0,-397493.0
14711,2018-05-16 13:02:47,0.0995,9127000,0,908137,1,0.0995,2.4e-06,6721712,6719719.0,1993.0
14715,2018-05-16 13:04:31,0.3318,9139000,0,3032320,1,0.3318,2.4e-06,6726039,6721712.0,4327.0
14721,2018-05-16 13:13:39,0.2079,9153000,0,1902909,1,0.2079,2.4e-06,6726049,6726039.0,10.0
